title,author,category,abstract,status,platform,word_count,popularity,interaction,finance,fans_count,week_recommend,lifecycle_stage,is_simulated,core_fan_ratio,sentiment_score,sentiment_intensity,growth_potential,conversion_difficulty,IP_Score,abstract_sentiment,Grade
市井之徒,对井当歌,都市,,完结,Zongheng,4174891,1605683,21936,273,169,0,Maturity,0,0.0001052510954832,0.163611197803788,0.6727776043924238,0.0,0.2,40.1,0.5,C
都市之我真的无敌,落雨辰,都市,,完结,Zongheng,1787089,623330,7407,277,19,0,Maturity,0,3.048139752394795e-05,0.5,0.0,0.0,0.2,40.1,0.5,C
仙穹之巅,勿问今生,玄幻奇幻,,完结,Zongheng,2300306,47026,4897,200,16,0,Maturity,0,0.000340230080592,0.7357461055359844,0.4714922110719688,0.0,0.8,40.0,0.5,C
平凡巅峰,龙城老仙,玄幻奇幻,,完结,Zongheng,3783554,151934,6735,70,26,0,Maturity,0,0.0001711258103794,0.7183059856989723,0.4366119713979446,0.0,0.8,40.0,0.5,C
金币即是正义,盘古混沌,N次元,,完结,Zongheng,6845889,1284737,105268,284,678,49,Maturity,0,0.0005277340593957,0.8378904018765465,0.675780803753093,0.0004654741661837,0.5,40.3,0.5,C
都市超级医生,老黄羽,都市,,完结,Zongheng,2531470,54299574,787268,45,493,0,Maturity,0,9.079260749278423e-06,0.5017226992385595,0.0034453984771189,0.0,0.2,42.1,0.5,C
跃马大明,纸花船,历史,,完结,Zongheng,3897882,1370332,23923,59,65,0,Maturity,0,4.743372596295937e-05,0.6287287772575619,0.2574575545151238,0.0,0.5,40.1,0.5,C
帝世无双,雨暮浮屠,玄幻奇幻,,完结,Zongheng,9853385,66915802,905281,267,504,0,Maturity,0,7.5318531259349905e-06,0.931891774143242,0.8637835482864837,0.0,0.8,42.6,0.5,C
猎天争锋,睡秋,玄幻奇幻,,完结,Zongheng,6360220,13163714,526838,4725,444,110,Maturity,0,3.372908027862955e-05,0.4598050217497818,0.0803899565004364,0.0002087924394359,0.8,41.3,0.5,C
长风一梦入轮回,悟道心,武侠仙侠,,完结,Zongheng,1054257,17827359,38972,906,297,0,Maturity,0,1.6659785857244145e-05,0.6421800144375692,0.2843600288751384,0.0,0.8,40.8,0.5,C
万象天劫,西门小陆,玄幻奇幻,,完结,Zongheng,1694946,318996,24620,10159,187,0,Maturity,0,0.000586212409521,0.5371386463554256,0.0742772927108512,0.0,0.8,41.5,0.5,C
盖世,逆苍天,玄幻奇幻,,完结,Zongheng,6387336,52250839,6602788,119,785,32,Maturity,0,1.5023681915927092e-05,0.5752019928674802,0.1504039857349604,4.846436861756448e-06,0.8,43.4,0.5,C
地狱基石,导线,玄幻奇幻,,完结,Zongheng,2721552,52462,6519,261,205,0,Maturity,0,0.0039075157730209,0.6631473395639896,0.3262946791279792,0.0,0.8,40.1,0.5,C
修真大福星,渡血古巫,武侠仙侠,,完结,Zongheng,3785066,96695,16595,317,70,0,Maturity,0,0.0007239182592868,0.6544658438587773,0.3089316877175545,0.0,0.8,40.1,0.5,C
乘龙赘婿,雾岚山岳,都市,,完结,Zongheng,2560175,7490448,28401,236,47,0,Maturity,0,6.274657233498285e-06,0.7012430186432839,0.4024860372865677,0.0,0.2,40.3,0.5,C
全能下人,紫蓝阿创,玄幻奇幻,,完结,Zongheng,1867621,29297,3043,60,15,0,Maturity,0,0.0005119803399549,0.8221485908663126,0.6442971817326253,0.0,0.8,40.0,0.5,C
巅峰仙道,寒梅惊雪,玄幻奇幻,,完结,Zongheng,6667238,964127,15732,162,319,0,Maturity,0,0.0003308689302665,0.2348228070260006,0.5303543859479987,0.0,0.8,40.1,0.5,C
超自然事务管理局,菲硕莫薯,都市,,完结,Zongheng,3710339,454417,3009,89,48,0,Maturity,0,0.000105629618545,0.5942532197751578,0.1885064395503155,0.0,0.2,40.0,0.5,C
白夜浮生录,夜厌白,N次元,,连载,Zongheng,5809661,166682,87398,54,51,315,Maturity,0,0.0003059700149385,0.5,0.0,0.0036041602306662,0.5,40.0,0.5,C
浑天记,十二子南申,武侠仙侠,,完结,Zongheng,3885608,3911630,203608,117,421,0,Maturity,0,0.000107627738915,0.7007931994974733,0.4015863989949466,0.0,0.8,40.3,0.5,C
沧海龙腾录,泼猴别闹,武侠仙侠,,连载,Zongheng,1135452,12219,2345,45,26,0,Maturity,0,0.002127659574468,0.4415623648410987,0.1168752703178026,0.0,0.8,40.0,0.5,C
道易天下,被水煮的青蛙,武侠仙侠,,完结,Zongheng,3068058,867629,12926,163,46,0,Maturity,0,5.301799154017265e-05,0.5637534598490737,0.1275069196981473,0.0,0.8,40.1,0.5,C
都市古仙医,超爽黑啤,都市,,连载,Zongheng,10815609,34712610,18069,65,1658,0,Maturity,0,4.776362112317048e-05,0.5,0.0,0.0,0.2,41.6,0.5,C
悍卒斩天,三青色,玄幻奇幻,,完结,Zongheng,7601265,4890705,21420,2115,141,0,Maturity,0,2.883019343219568e-05,0.5,0.0,0.0,0.8,40.5,0.5,C
噬心魔种,记忆在泛滥,玄幻奇幻,,完结,Zongheng,856694,12547,2266,54,121,0,Maturity,0,0.009642970991393,0.5210267254893853,0.0420534509787706,0.0,0.8,40.0,0.5,C
无尽海图,道三生,玄幻奇幻,,完结,Zongheng,2583784,530859,18787,69,168,0,Maturity,0,0.0003164676185811,0.703132560921765,0.40626512184353,0.0,0.8,40.1,0.5,C
囚仙问道,一只只蛛,武侠仙侠,,完结,Zongheng,1036380,5718,4235,64,26,0,Maturity,0,0.0045462493442909,0.7753752018895866,0.5507504037791733,0.0,0.8,40.0,0.5,C
永生才能不灭,千年浩劫,武侠仙侠,,完结,Zongheng,2706332,229943,2527,227,150,0,Maturity,0,0.0006523327418849,0.5686841023387555,0.1373682046775111,0.0,0.8,40.1,0.5,C
魔栖梧桐,在下酒盅,玄幻奇幻,,完结,Zongheng,1095011,716007,6044,73,73,0,Maturity,0,0.0001019541681098,0.6841990991741954,0.3683981983483908,0.0,0.8,40.1,0.5,C
雨墨修仙传,秋雨伴斜阳,玄幻奇幻,,完结,Zongheng,2208444,72732,12181,98,284,0,Maturity,0,0.0039046925054651,0.5828374178608122,0.1656748357216244,0.0,0.8,40.1,0.5,C
追星逐月,金日昆仑,武侠仙侠,,完结,Zongheng,1570669,344697,11641,59,310,0,Maturity,0,0.0008993379712095,0.5,0.0,0.0,0.8,40.1,0.5,C
帝道为王,大鱼吃萝卜,玄幻奇幻,,完结,Zongheng,1295360,5682,488,147,26,0,Maturity,0,0.0045750483899348,0.672313638884717,0.3446272777694339,0.0,0.8,40.0,0.5,C
灯影山河,长安肆少,都市,,完结,Zongheng,725650,452479,66233,127,20,0,Maturity,0,4.42008486562942e-05,0.7539904750235568,0.5079809500471135,0.0,0.2,40.1,0.5,C
踏破太古,易水川,玄幻奇幻,,完结,Zongheng,2614930,246138,11613,142,66,0,Maturity,0,0.0002681411722644,0.6535365762933559,0.3070731525867118,0.0,0.8,40.0,0.5,C
斩云纪,迪卢厄尔,玄幻奇幻,,完结,Zongheng,1137021,17342,1340,89,10,0,Maturity,0,0.0005766015106959,0.5788646903512282,0.1577293807024564,0.0,0.8,40.0,0.5,C
这个世界太危险,虎皮鹦鹉,玄幻奇幻,,完结,Zongheng,1065770,21014,3043,56,9,0,Maturity,0,0.0004282655246252,0.6249005764986035,0.249801152997207,0.0,0.8,40.0,0.5,C
安晴传说,公孙可耐,玄幻奇幻,,完结,Zongheng,1243741,4616,1126,44,63,0,Maturity,0,0.0136452241715399,0.6635096054678428,0.3270192109356855,0.0,0.8,40.0,0.5,C
大厨小婿,烟斗老哥,都市,,完结,Zongheng,3961788,9796500,83910,4449,1632,0,Maturity,0,0.0001665900917072,0.472950899095038,0.0540982018099239,0.0,0.2,41.4,0.5,C
横刀行,落词,历史,,完结,Zongheng,1000529,42981,2875,62,21,0,Maturity,0,0.0004885766134661,0.6344893417521353,0.2689786835042707,0.0,0.5,40.0,0.5,C
天地战记,晴天鱼米,玄幻奇幻,,完结,Zongheng,2005676,417202,5771,174,180,0,Maturity,0,0.0004314446444536,0.5563616297148062,0.1127232594296123,0.0,0.8,40.1,0.5,C
灵道通宝,奈何花以落,玄幻奇幻,,完结,Zongheng,1079428,7581,550,78,43,0,Maturity,0,0.0056713268266948,0.6496126748362498,0.2992253496724997,0.0,0.8,40.0,0.5,C
无量你个大天尊,白芲,武侠仙侠,,完结,Zongheng,1131251,4081913,4841,65,35,0,Maturity,0,8.574408965989974e-06,0.6453293400888412,0.2906586801776825,0.0,0.8,40.2,0.5,C
基因密码,提壶灌顶,科幻,,完结,Zongheng,661669,7356101,18341,242,321,0,Maturity,0,4.363724157169109e-05,0.682037688241007,0.3640753764820139,0.0,0.5,40.4,0.5,C
凶灵秘闻录,北极猎手,奇闻异事,,完结,Zongheng,9852661,3155721,71914,120,495,11,Maturity,0,0.0001568579234799,0.9922559033828002,0.9845118067656004,0.0001529583536119,0.5,40.3,0.5,C
我从太空归来,院子里的竹子,科幻,,完结,Zongheng,1048440,96065,1884,191,13,0,Maturity,0,0.0001353236316698,0.6032837232140246,0.2065674464280491,0.0,0.5,40.0,0.5,C
安启群侠录,一手闲人,武侠仙侠,,完结,Zongheng,642580,27616,3319,87,44,0,Maturity,0,0.0015932215664264,0.6300008502792206,0.2600017005584412,0.0,0.8,40.0,0.5,C
十三皇子,壹两二锅头,历史,,完结,Zongheng,1309495,239218,8740,60,107,0,Maturity,0,0.0004472888859162,0.5,0.0,0.0,0.5,40.0,0.5,C
超品赘婿,了无忧,都市,,完结,Zongheng,2000315,660935,6370,100,38,0,Maturity,0,5.7494220317852255e-05,0.6356089828004148,0.2712179656008295,0.0,0.2,40.0,0.5,C
风吹春又生,文念,历史,,完结,Zongheng,284642,127134,4787,173,275,0,Maturity,0,0.002163055020254,0.7345252522976868,0.4690505045953737,0.0,0.5,40.1,0.5,C
诗剑飘香,西江清月,武侠仙侠,,完结,Zongheng,1035359,32664,4667,151,133,0,Maturity,0,0.0040716363079748,0.5950788550404644,0.1901577100809288,0.0,0.8,40.1,0.5,C
天道新主,怪异的芒果,玄幻奇幻,,完结,Zongheng,412296,25641,1941,71,12,0,Maturity,0,0.0004679822166757,0.6157875695324532,0.2315751390649063,0.0,0.8,40.0,0.5,C
通天鸿徒,苏D健身,玄幻奇幻,,完结,Zongheng,1526540,76110,5886,60,123,0,Maturity,0,0.0016160607533733,0.6202649337708037,0.2405298675416074,0.0,0.8,40.0,0.5,C
神级负二代,太岁炖老龙,都市,,完结,Zongheng,722158,1712524,5268,6547,34,0,Maturity,0,1.9853724763142145e-05,0.5752376218884301,0.1504752437768601,0.0,0.2,41.0,0.5,C
御魔老祖,直八,武侠仙侠,,完结,Zongheng,523121,13423,1905,340,48,0,Maturity,0,0.0035756853396901,0.6462154948269069,0.2924309896538137,0.0,0.8,40.1,0.5,C
剑仙在此,乱世狂刀,玄幻奇幻,,完结,Zongheng,5102580,96128152,10135716,11800,2894,36,Maturity,0,3.010564449313824e-05,0.694701271344242,0.3894025426884839,3.5517960890186654e-06,0.8,47.7,0.5,C
巅峰之纪,把水问青天,科幻,,完结,Zongheng,1235791,420649,25433,1353,36,0,Maturity,0,8.558183763223582e-05,0.6861891878698776,0.3723783757397552,0.0,0.5,40.2,0.5,C
理想之国,蓝小雨不点,N次元,,完结,Zongheng,406002,1131675,3071,56,20,0,Maturity,0,1.76729028449839e-05,0.7327358265514564,0.4654716531029128,0.0,0.5,40.1,0.5,C
仙游四海,梦之忧伤,武侠仙侠,,完结,Zongheng,1323097,65880,6434,72,184,0,Maturity,0,0.0027929144973512,0.6395836836316596,0.2791673672633192,0.0,0.8,40.1,0.5,C
世界探宝异闻录,轻雨初晨,奇闻异事,,完结,Zongheng,1081691,32827,7478,217,20,0,Maturity,0,0.0006092360180333,0.5996632251382296,0.1993264502764591,0.0,0.5,40.0,0.5,C
遣返者的游戏,泓森,玄幻奇幻,,完结,Zongheng,2045940,18810972,2778938,297,768,0,Maturity,0,4.082723418932131e-05,0.6891607071786247,0.3783214143572493,0.0,0.8,41.4,0.5,C
吾有一颗成帝心,宇轩有羊,玄幻奇幻,,完结,Zongheng,190749,12643,752,47,36,0,Maturity,0,0.0028472002530844,0.7373078439603032,0.4746156879206065,0.0,0.8,40.0,0.5,C
边城诡事,洛疑,奇闻异事,,完结,Zongheng,729060,17034,1688,85,58,0,Maturity,0,0.0034047549163486,0.6432050925355258,0.2864101850710516,0.0,0.5,40.0,0.5,C
逐世启示录,空心泪,科幻,,完结,Zongheng,671344,39231,672,114,8,0,Maturity,0,0.0002039151712887,0.7195226877045503,0.4390453754091006,0.0,0.5,40.0,0.5,C
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91328152,204833,159,10066,969,Maturity,0,0.0001102179302804,0.5,0.0,0.0047306599490318,0.8,45.6,0.5,C
全音阶狂潮,灵宇,都市,,连载,Zongheng,7285162,6187472,1317485,90,1218,116,Maturity,0,0.0001968493438274,0.6547484734384013,0.3094969468768025,8.804647639519509e-05,0.2,40.8,0.5,C
仙都,陈猿,玄幻奇幻,,连载,Zongheng,5841689,7245814,436460,137,617,121,Maturity,0,8.515260188122386e-05,0.6724247764048435,0.3448495528096871,0.0002772298097653,0.8,40.5,0.5,C
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122877682,10739808,99,15230,56,Maturity,0,0.0001239443943616,0.3719206427200986,0.2561587145598026,5.214245430249272e-06,0.8,50.2,0.5,C
祭炼山河,食堂包子,玄幻奇幻,,完结,Zongheng,6898752,411543996,33736783,59,589,0,Maturity,0,1.4311957027525295e-06,0.4999747028585911,5.05942828177286e-05,0.0,0.8,61.1,0.5,C
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16788663,3523637,679,3135,3011,Maturity,0,0.0001867331432685,0.5,0.0,0.0008545145670468,0.5,42.2,0.5,C
最强狂兵,烈焰滔滔,都市,,完结,Zongheng,16822970,207730062,2622758,2440,0,68,Maturity,0,0.0,0.8203288566826461,0.6406577133652922,2.592689606631795e-05,0.2,47.9,0.5,C
踏天争仙,三生万物,玄幻奇幻,,完结,Zongheng,8007941,2525363,149037,70,78,2,Maturity,0,3.0886636540316566e-05,0.5,0.0,1.3419396395550129e-05,0.8,40.1,0.5,C
剑道通神,六道沉沦,玄幻奇幻,,完结,Zongheng,10599019,9685615,135412,35,589,0,Maturity,0,6.081182652708924e-05,0.5,0.0,0.0,0.8,40.5,0.5,C
天刑纪,曳光,武侠仙侠,,完结,Zongheng,4984428,2085596,187649,57,331,0,Maturity,0,0.0001587075547193,0.6741400414021713,0.3482800828043426,0.0,0.8,40.2,0.5,C
一世独尊,月如火,玄幻奇幻,,完结,Zongheng,7830380,28780513,243050,132,4467,8,Maturity,0,0.0001552091807672,0.0612470340803271,0.8775059318393457,3.291490263360365e-05,0.8,42.1,0.5,C
一剑倾国,一介白衣,武侠仙侠,,完结,Zongheng,4822439,696979,43265,117,210,0,Maturity,0,0.0003012998938276,0.5977379132062484,0.1954758264124967,0.0,0.8,40.1,0.5,C
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,71,319,15,Maturity,0,0.0002063242589466,0.5,0.0,0.0001398106032361,0.8,40.2,0.5,C
最强逆袭,关中老人,都市,,完结,Zongheng,3950697,508948040,40672843,86,1850,0,Maturity,0,3.634948660702282e-06,0.8238466062743987,0.6476932125487973,0.0,0.2,66.1,0.5,C
焚天路,洛神雨,武侠仙侠,,完结,Zongheng,5264819,1519241,38399,2297,432,0,Maturity,0,0.0002843523283321,0.7249180180476302,0.4498360360952604,0.0,0.8,40.5,0.5,C
贴身家丁,紫微,历史,,完结,Zongheng,7684687,3215255,24692,63,207,0,Maturity,0,6.438056565324814e-05,0.5768953365557702,0.1537906731115403,0.0,0.5,40.2,0.5,C
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353686245,18733414,11271,158296,4057,Maturity,0,0.0004475605195006,0.7077269838410485,0.4154539676820969,0.0002165648921993,0.8,96.6,0.5,S
末日崛起,太极阴阳鱼,科幻,,连载,Zongheng,7991075,5553990,425137,46,372,7,Maturity,0,6.697886258728183e-05,0.5920269765060745,0.184053953012149,1.6465241874403135e-05,0.5,40.4,0.5,C
大明春色,西风紧,历史,,完结,Zongheng,3122995,10963560,537011,409,1990,0,Maturity,0,0.000181510368757,0.7469858927228626,0.4939717854457253,0.0,0.5,41.0,0.5,C
元尊,天蚕土豆,玄幻奇幻,,完结,Zongheng,3792308,859615907,727911,139,17628,68,Maturity,0,2.0506833151812728e-05,0.3712483536090297,0.2575032927819406,9.34178856784886e-05,0.8,73.3,0.5,B
平天策,无罪,武侠仙侠,,完结,Zongheng,3026812,103751196,12674907,239,1674,0,Maturity,0,1.613475360674634e-05,0.5422977463749498,0.0845954927498995,0.0,0.8,46.6,0.5,C
大周王侯,大苹果,历史,,完结,Zongheng,5916852,1693699,46449,39,148,0,Maturity,0,8.738265336246088e-05,0.5992131186786096,0.1984262373572192,0.0,0.5,40.1,0.5,C
神级奶爸,单王张,都市,,完结,Zongheng,6756263,14327378,100281,87,1454,0,Maturity,0,0.0001014840188146,0.5767606527316492,0.1535213054632984,0.0,0.2,40.9,0.5,C
骑士征程,我爱小豆,玄幻奇幻,,完结,Zongheng,10905704,12255095,189146,1008,1707,8,Maturity,0,0.0001392889945537,0.4700459628962687,0.0599080742074625,4.229514610329532e-05,0.8,41.0,0.5,C
猎户出山,阳子下,都市,,完结,Zongheng,6322015,2970668,41977,32,330,1,Maturity,0,0.0001110860886891,0.5748278741986013,0.1496557483972025,2.3822002001048168e-05,0.2,40.2,0.5,C
点道为止,梦入神机,都市,,完结,Zongheng,3016365,410656602,101075472,167,1942,82,Maturity,0,4.729011991559283e-06,0.6175120804903854,0.2350241609807708,8.112749568829621e-07,0.2,75.6,0.5,B
狂暴逆袭,罗玛,玄幻奇幻,,连载,Zongheng,8090044,5413528,248187,192,874,0,Maturity,0,0.0001614473664036,0.5,0.0,0.0,0.8,40.5,0.5,C
帝道独尊,一叶青天,玄幻奇幻,,完结,Zongheng,7329541,12143209,88189,265,1000,0,Maturity,0,8.235054816642387e-05,0.5765174198877779,0.1530348397755558,0.0,0.8,40.7,0.5,C
我不会武功,轻浮你一笑,玄幻奇幻,,完结,Zongheng,6811749,6251438,50624,75,324,41,Maturity,0,5.182806710582955e-05,0.5,0.0,0.0008098765432098,0.8,40.3,0.5,C
宋疆,青叶7,历史,,完结,Zongheng,5848361,2094412,48373,47,188,0,Maturity,0,8.976262083934735e-05,0.5187253941673065,0.0374507883346129,0.0,0.5,40.1,0.5,C
