author_name,book_url,category_name,crawl_time,is_vip,monthly_ticket_count,rank,reward_count,sign_status,source_site,status,sub_category_name,synopsis,title,total_recommend_str,total_recommendation_count,week_recommend,week_recommendation_count,word_count,word_count_str,ticket_per_10k,heat_ratio,loyalty_score,status_score
狐尾的笔,https://www.qidian.com/book/1031794030/,玄幻,2025-12-17 17:26:56,True,1454,23,30,签约,qidian_cookie_detail,连载,东方玄幻,诡异的天道，异常的仙佛，是真？是假？陷入迷惘的李火旺无法分辨。可让他无法分辨的不仅仅只是这些。还有他自己，他病了，病的很重。,道诡异仙,167.05万,1670500,1036,1036,2208900,220.89万,6.552796430663843,0.0006201732294682853,0.020618556701030927,1.0
湖上明月亮,https://www.qidian.com/book/1039084315/,玄幻,2025-12-17 17:26:55,True,2270,21,0,签约,qidian_cookie_detail,连载,东方玄幻,【均订过万精品必读】【八十章起势】【非常规视角】【武道新尝试】【体系流】【淡淡品悦，书香自在】陈平安穿越数年，在便宜老爹临死前的运作下，成了一名不入册的临时差役。世道艰难，命比纸薄。本打算就这么谨微慎行本本分分过一辈子的他，却突然发现了专属于他的修行方式。自此，气血如龙，内气成罡，乾坤清气，天霖降顶！差役，差头，差司，指挥使......“大人，外面风大，您看要不要披件披风。”“都使大人严令，山城戒严，敢有犯乱者，杀无赦。”“卑职熊三让，参见大人，大人千岁，千岁千千岁！”世家贵女，魔门妖女，隐世传人，封疆大吏，邪道巨擘，宗门老祖，王朝公主，天骄红颜......时光荏苒，再回首时，他已登顶至高。“大局大局，吾既大局！吾乃人族第一天骄，陈平安！”“没有我，何来的大局！？”“无人扶我青云志，我自踏雪至山巅。”这是一个临时差役一步步走向至高的故事。,大乾武圣！,200.83万,2008300,650,650,3360600,336.06万,6.7347059870646175,0.0003236566630201349,0.0,1.0
峰仙,https://www.qidian.com/book/1044964632/,玄幻,2025-12-17 17:26:56,True,1945,22,1,签约,qidian_cookie_detail,连载,东方玄幻,“我霍元鸿，要做那津门第一！”天朝369年，世家腐朽，阶级固化，底层永无出头之日，而洋人的坚船利炮正蠢蠢欲动。这一年，霍元鸿仰望着高高在上的世家门阀，卑微如蝼蚁。为活得像个人样，他点燃心火，化武道登神之阶，每练一日，可涨一年功力。一月化劲、三月抱丹、六月见神不坏……以三尺微命，逆着天下大势而上，从津门第一打到天下第一，从微末小卒打成国术脊梁！若干年后，当洋人的坚船利炮逼近，一位位旧时代宗师陷入绝望，腐朽的世家门阀也开始了最后疯狂。也就在这一日，霍元鸿从津门走出，一杆大枪，一套八极加劈挂，杀到魑魅魍魉胆寒，挑起了国术最后的脊梁。天下宗师，仰头望之，恰如一粒蜉蝣见青天！,国术：一天涨一年功力！,6.88万,68800,626,626,1171400,117.14万,16.463517860165904,0.00909870496068371,0.0005138746145940391,1.0
竹叶糕,https://www.qidian.com/book/1043498806/,玄幻,2025-12-17 17:26:56,True,1953,25,3,签约,qidian_cookie_detail,连载,东方玄幻,拒绝伸手党，想要什么自己抢！许元庆的官是抢来的，钱是抢来的，名字是抢来的，就连夫人都是抢来的。那一年初相逢，夫人昂首怒目：“呸，贼子！”他笑道：“夫人请住手。”多年后情正浓，夫人含羞带怯：“呸，贼子。”他惊呼：“夫人请住手！”重活一世，在朝堂青云直上，在江湖只手遮天，他深刻体现出了什么叫能力越大破坏越大！为官一任，祸害一方，兴风作浪、搅乱人间！有人视他为仇寇，恨之入骨；却亦有人敬他如神明，顶礼膜拜。本书又名《你还说你不会武功！》《谁说我恶贯满盈？》《从山贼开始权倾朝野号令江湖》……………………【作者已有一本两万均和两本万均完结作品，连载期间从未断更过，人品过硬，质量过硬，可放心入坑】,夫人请住手,16.56万,165600,853,853,1582900,158.29万,12.260656663946262,0.0051509350788944515,0.0015353121801432957,1.0
陆月十九,https://www.qidian.com/book/1038307656/,玄幻,2025-12-17 17:26:57,True,1569,26,5,签约,qidian_cookie_detail,完本,东方玄幻,消耗寿元灌注武学，可无限进行推演。沈仪凡人之躯，寿数不过百年，所幸可以通过斩杀妖魔获取对方剩余寿元。在邪祟遍地的乱世中亮出长刀，让这群活了千百年的生灵肝胆俱裂！从【鹰爪功】到【八荒裂天手】，从【伏魔拳】到【金身镇狱法相】！沈仪偶尔也会沉思，这寿命怎么越用越多了？他收刀入鞘，抬眸朝天上看去，听闻那云端之上有天穹玉府，其内坐满了千真万圣，任何一位都曾经历无尽岁月。此番踏天而来，只为向诸仙借个百万年，以证我长生不死大道。……此书又名《让你氪命练武，你氪别人的？》、《道友请留步，你的寿元与在下有缘》。,从斩妖除魔开始长生不死,96.74万,967400,541,541,2786600,278.66万,5.610384037760137,0.0005592303501857038,0.0031847133757961785,0.8
卫四月,https://www.qidian.com/book/1044482577/,玄幻,2025-12-17 17:26:56,True,4356,24,5,签约,qidian_cookie_detail,连载,东方玄幻,离谱，陈逸穿越睁眼竟在侯府刑堂——只因他身为赘婿，却在大婚之日逃婚。因而他不但不受侯府待见，还被禁足责罚。不过陈逸乐得清闲，前世他整日劳心劳力，这辈子当个闲散赘婿挺好。自此他凭借每日情报，获取机缘，精研琴棋书画、医、钓等道，在侯府里悠闲生活。【每日情报：武侯嫡孙萧无戈与世子张恒大打出手，可获少量机缘。】陈逸看着内容，陷入沉思。“这系统，有些不对劲。”……多年以后，琴棋书画、医、钓等道都已圆满的陈逸，面对四夷来犯，无奈踏入陆地神仙境，一战天下惊。萧惊鸿：“夫君，说好当闲散赘婿，你陆地神仙？”陈逸拥着她，笑说：“这都要怪你弟萧无戈……”谁能想到当初的武侯嫡孙和世子殿下只有五岁？每日情报？不，今日吃瓜！PS：吃瓜流，轻松，苟道，扮猪吃老虎PPS：又名《侯府赘婿的悠闲生活》，《哪里有瓜，哪里就有我》，《夫君，今日你敢出去钓鱼？》,说好当闲散赘婿，你陆地神仙？,4.74万,47400,712,712,1168600,116.86万,36.959104021720684,0.015020780152317462,0.0011475786091347257,1.0
晨色暮鸦,https://www.qidian.com/book/1044399093/,玄幻,2025-12-17 17:26:57,True,1792,28,3,签约,qidian_cookie_detail,连载,东方玄幻,历史长河发生未知病变，沉入现世倒影，古天尊们从旧日中复苏，追逐禁忌之秘，大神通以岁月为棋盘，众生为子，布局万古。人们熟悉的古老传说、民俗鬼怪、甚至是曾经崇拜的英雄豪杰，病变扭曲，化为沉入旧日深渊的诡异。曾经英明神武的帝王，化作了盘旋在帝国之上的恶龙，用衰老而庞大的身躯渴求不死之果，龙涎化作妖魔吞噬黎民百姓。战死的豪杰在烛火照耀下，于尸山中复苏，建立尸解王庭赤水河畔，古老的变婆望月长叹。马面蚕女、星之太岁、旧日天庭、银王朝……万千病界，争渡现世彼岸。唯有历史行者，能够逆流时光，切除病变，从历史长河中析出历史技能、历史遗物，更甚者篡夺最古豪杰的伟业，铭刻自身于古老。辞职回家的姜炎，因为误入米财神仪式现场，意外听到了历史长河的恸哭，觉醒历史天赋——孕育万千子嗣的黑暗母神胚胎，将一切病变化作养料，孕育灵宠、技能、记忆、规则等等“子嗣”，受己掌控。以尸解王庭孕育尸解之凰，以太平天国孕育太平之神……姜炎望着病变的历史长河，感慨道：“如果将历史长河化为养料，或许真能够孕育一尊……”“禁忌仙神！”,历史病了,15.22万,152200,974,974,1363100,136.31万,13.050761051634986,0.006399432329616757,0.0016731734523145567,1.0
白驹易逝,https://www.qidian.com/book/1026225232/,玄幻,2025-12-17 17:26:57,True,1820,27,0,签约,qidian_cookie_detail,连载,东方玄幻,重活一世，沈长青成为大秦镇魔司一员，此时恰逢妖魔乱世，诡怪猖獗——斩杀幽级诡怪，纯阳功圆满！斩杀怨级诡怪，天武罡气圆满！斩杀强大妖邪，打破自身极限！斩杀——若干年后，沈长青化身人族镇守使，诸般妖魔诡怪尽皆俯首！“有我一日，人族不灭！”——有四百万字完本老书《我真的是正派》以及二百万字完本老书《重生之独步江湖》，欢迎阅读！,人族镇守使,1498.9万,14989000,612,612,11667600,1166.76万,1.5585394259094334,4.082993923344191e-05,0.0,1.0
努力吃鱼,https://www.qidian.com/book/1034284970/,玄幻,2025-12-17 17:26:57,True,977,29,1,签约,qidian_cookie_detail,连载,东方玄幻,修炼难，难于上青天。【极山呼吸法简化中..简化成功...极山呼吸法→呼吸!】陈斐深吸了一口气。【极山呼吸法经验值+1。】【极山呼吸法圆满！】陈斐：“……”,从修改呼吸法开始成圣,549.59万,5495900,696,696,6880599,688.06万,1.4178738307076062,0.0001266398357612337,0.0010224948875255625,1.0
裴屠狗,https://www.qidian.com/book/1037991205/,玄幻,2025-12-17 17:26:58,True,496,30,0,签约,qidian_cookie_detail,连载,东方玄幻,“弟子黎渊，拜求苍天授箓！”…………已有完本作品《诸界第一因》、《诸天投影》《大道纪》,道爷要飞升,88.48万,884800,322,322,2886700,288.67万,1.712293299271585,0.0003639236393268091,0.0,1.0
阴天神隐,https://www.qidian.com/book/1039028902/,玄幻,2025-12-17 17:26:58,True,1559,31,4,签约,qidian_cookie_detail,连载,东方玄幻,当年定鼎造命，金戈铁马，坐断江山，天宗上门，永镇四方，锦绣中好一片靡靡天音。今朝大劫将至。昔日盛世繁华，眼下不过残桓断壁，枯骨没荒草。宗门怀贰心，社稷何人思？权贵竞豪奢，黎民谁人问？血泪如涟声声诉，天意饶把孩儿骨。玄律穷极天地诛，烽火渐起靖乱途。踏天路，伐命途。昏昏浊世，一剑皆烬！========要素：武道乱世，赛博修仙，两界门已有一千五百万字w订完本作品《燃钢之魂》《怪物被杀就会死》《高天之上》,天命皆烬,48.64万,486400,896,896,3442200,344.22万,4.515960836567985,0.0018421014759426892,0.002564102564102564,1.0
江上景,https://www.qidian.com/book/1039338747/,玄幻,2025-12-17 17:26:58,True,1770,32,1,签约,qidian_cookie_detail,连载,东方玄幻,金身不坏，水火不侵，万法不沾，是为肉身成圣。江宁穿越而来，时逢天下将乱。为求保全自身，他凭借能肝经验的面板开始练武，默默发育。渐渐的，他发现，随着功法破限，各种特性加身，其中某些特性更是蕴藏神灵权柄。【五禽拳】：从入门肝至圆满之境，不断破限，各种特性加身，五脏藏精，五脏蕴神。【金刚不灭身】：从入门肝至圆满之境，不断破限，各种特性加身，金身不坏，万法不沾。【内丹养生功】：从入门肝至圆满之境，不断破限，各种特性加身，永驻巅峰，长生不老。当某一日，他对这天下展露獠牙的时候。世人才知有一位超越镇压天下八百余载的新晋武圣出世。【老书《长生：从气运词条开始》240万字完本，6000均大精品人品保证，有兴趣可移步老书观看。】,从五禽拳开始肉身成圣,8.14万,81400,477,477,2857799,285.78万,6.17198067228561,0.005859878871266938,0.000564652738565782,1.0
山人有妙计,https://www.qidian.com/book/1044642569/,玄幻,2025-12-17 17:26:58,True,1740,34,6,签约,qidian_cookie_detail,连载,东方玄幻,穿越到大荒，沈灿因为身体‘孱弱‘成为炙炎部落祖庙的守祧（tiao），负责祖庙日常洒扫，香火供奉，日常祭祀。大荒洪水、地动、灾兽横行。人族祭祀天地，没有鸟用。供奉灾兽，也没有鸟用。人族先辈猎荒兽，取兽血洗练己身，开创初代武道修行之法，于大荒中取食求活。此法虽缺陷丛丛，修行过程中气血暴乱，焚经毁身，且前路有缺，却让人族在大荒中求得一息生存之地。故大荒各部建祖庙岁岁祭祀先祖，铭记先祖开拓之艰辛，就连往日狩猎归来的猎物也会进献祖庙之中，敬请先祖享用。沈灿按照庙祧之责，以‘鸾刀’刺荒兽之颈，取血献给先祖，却发现自己可以汲取荒兽寿元，推衍修行之法。至此，谁说武道只能止步于七阶之前，永居灾兽之下？……多年后，炙炎部落外灾兽无支祈携滔天洪水席卷而来，大地一片汪洋，部落族人跪伏在祖庙外。“求先祖庇护！”本书又名《我偷祖先祭品养我自己》、《先祖祭品，谁吃不是吃》,祭祀百年，我成了部落先祖,6.4万,64000,684,684,2110600,211.06万,8.205224936338771,0.010687333010421712,0.0034462952326249283,1.0
J神,https://www.qidian.com/book/1021378513/,玄幻,2025-12-17 17:26:59,True,223,33,2,签约,qidian_cookie_detail,连载,东方玄幻,【不废柴，不舔狗，天骄争霸暴爽无敌流】君逍遥穿越玄幻世界，成为荒古世家神子，拥有无敌背景，惊世天赋，更得到签到系统，开局签到一具大成荒古圣体。在泰岳古碑签到，获得六星奖励，神象镇狱劲！在十岁宴上签到，获得七星奖励，至尊骨！在青铜仙殿签到，获得八星奖励，万物母气鼎！在无边界海签到，获得十星奖励，他化自在大法！无数年后，君逍遥盘坐九霄，剑指苍天道：“九天十地，我主沉浮，仙路尽头，我为巅峰！”,开局签到荒古圣体,39万,390000,305,305,9650500,965.05万,0.23083691320325037,0.0007820492767967262,0.008928571428571428,1.0
天蚕土豆,https://www.qidian.com/book/1027368101/,玄幻,2025-12-17 17:26:59,True,644,35,2,签约,qidian_cookie_detail,连载,东方玄幻,天地间，有万相。而我李洛，终将成为这万相之王。继《斗破苍穹》《武动乾坤》《大主宰》《元尊》之后，天蚕土豆又一部玄幻力作。,万相之王,151.6万,1516000,887,887,4790500,479.05万,1.341526924278721,0.0005850919623403943,0.0031007751937984496,1.0
八月飞鹰,https://www.qidian.com/book/1045335204/,玄幻,2025-12-17 17:26:59,True,1833,37,6,签约,qidian_cookie_detail,连载,东方玄幻,【徐永生穿越到了一个武道世界。】徐永生：“祸福难料，安全第一，行事需要稳重些才是。”【随身神秘书册，翻开第一页是张谛听图。】“谛听为您带回公主幽会地点。”“谛听为您带回朱雀左瞳下落。”“谛听为您带回八九玄功秘籍。”“谛听……”【大乾盛极而衰，天下大乱，苍生倒悬，携众弟子周游天下“列国”，令人间重得太平。】徐二郎徐永生：“读书人讲道理，你如果听不懂道理，我也略懂一些拳脚。”众弟子：“今有至圣先师重临人世，天不生徐子，万古如长夜！”,至圣先师他太稳重了,12.51万,125100,1105,1105,1414199,141.42万,12.870392410049437,0.0088328630466583,0.003271537622682661,1.0
冰红茶和可乐,https://www.qidian.com/book/1039751366/,玄幻,2025-12-17 17:27:00,True,739,38,1,签约,qidian_cookie_detail,连载,东方玄幻,异界降临，灾兽肆虐，蓝星迎来生命进化的高武时代！武道崛起，天骄并起，强者为尊。前世加班猝死的牛马林奇，重生在这个波澜壮阔的世界。苦修武道十七载，于高三之际终于唤醒神秘【金色残幡】，获得第一道神级天赋模板——【二郎真君·杨戬】肝度决定高度，融合解锁天赋：【强胃】→【龙精虎猛】→【钢筋铁骨】【金瞳】→【金刚】→【金罡霸体】直至——【天眼】睁开，神威初显！当融合度圆满，尽得二郎神天赋之时，林奇才发现，这竟远非尽头。金色残幡深处，一道更为伟岸的身影悄然浮现…………无数年后，蓝星至强者在教导后辈时，皆肃然告诫：“无论你是一纪元一现的五行圣体，还是万古难出的时空圣体……”“在那位面前，皆如萤火比皓月、蜉蝣见青天！因为他，即是天尊！……ps：本书又名《高武：从肝二郎神天赋开始变强》《高武：肝出至高天赋》,高武：从武道生到宇宙天尊,6.35万,63500,248,248,3940600,394.06万,1.8706019338834607,0.003905450307869167,0.0013513513513513514,1.0
