author_name,book_url,category_name,crawl_time,is_vip,monthly_ticket_count,rank,reward_count,sign_status,source_site,status,sub_category_name,synopsis,title,total_recommend_str,total_recommendation_count,week_recommend,week_recommendation_count,word_count,word_count_str,ticket_per_10k,heat_ratio,loyalty_score,status_score,sentiment_score,cut_synopsis,topic_id
神威校尉,https://www.qidian.com/book/1039640376/,玄幻,2025-12-17 17:26:53,True,2998,11,0,签约,qidian_cookie_detail,连载,东方玄幻,【全新设定】【体系完善】一觉醒来，你成为了玄幻游戏中的【司农】官。【王朝鼎盛】版本：你苦修《节气令》，从【风调雨顺】到【呼风唤雨】、从【五谷丰登】到【万物生长】、号令四季，默默发育。你小有成就，随军出征、掌《四农书》，冰封千里大河，为大军开道，《瘴气》杀敌，《雾影》阻万军，立不世战功，位居大司农，窃王朝命数，尽归吾身。【灵气复苏】版本：你养育【山精野怪】：双生并蒂莲使你水火不侵，七星剑竹一剑光寒十九州、寄生种以生灵为养分、虚空种扎根空间吸收天地灵气……你开辟内景地，育仙种，【太乙神莲】分身千万！【生命古树】不死不灭！“一粒真种落丹田，可育灵苗活万年，有朝一日功行满，我命由我不由天！”“心火日照，肾水为源，脾为土蔵、肺金练气、肝气养神。以身为基，育原生种、养万法，成就神农道君！”,神农道君,120.69万,1206900,1082,1082,4798800,479.88万,6.234403593412078,0.0008965109814309,0.0,1.0,1.0,全新 设定 体系 完善 觉醒 成为 玄幻 游戏 司农 王朝 鼎盛 版本 苦修 节气 风调雨顺 呼风唤雨 五谷丰登 万物 生长 号令 四季 默默 发育 小有成就 随军 出征 四农书 冰封 千里 大河 大军 开道 瘴气 杀敌 雾影 万军 立不世 战功 位居 大司农 王朝 命数 尽归吾身 灵气 复苏 版本 养育 精野怪 双生 并蒂莲 水火 不侵 七星 一剑 光寒 十九 寄生 种以 生灵 养分 虚空 扎根 空间 吸收 天地 灵气 开辟 内景 育仙种 太乙神 分身 千万 生命 古树 不死 不灭 一粒 真种 丹田 可育 灵苗活 万年 有朝一日 功行 我命 不由 心火 日照 肾水 为源 脾为 肺金 练气 肝气 养神 身为 原生 养万法 成就 神农 道君,1
狐尾的笔,https://www.qidian.com/book/1045191725/,玄幻,2025-12-17 17:26:53,True,4518,12,6,签约,qidian_cookie_detail,连载,东方玄幻,伴随着时间的冲刷，张文达总感觉有些记忆里的东西变得抽象了起来，他不知道真是这样，还是记忆的曲解。然而当他忽然再次面对那些东西的时候，他发现这个世界变得不对劲起来。,旧域怪诞,28.63万,286300,2538,2538,703199,70.32万,63.3483782226279,0.0088647961411242,0.0013277273733126,1.0,0.9998095625875877,伴随 时间 冲刷 张文达 感觉 有些 记忆里 东西 变得 抽象 起来 知道 真是 这样 还是 记忆 曲解 然而 忽然 再次 面对 那些 东西 时候 发现 这个 世界 变得 不对劲 起来,0
阎ZK,https://www.qidian.com/book/1044839471/,玄幻,2025-12-17 17:26:53,True,3126,13,7,签约,qidian_cookie_detail,连载,东方玄幻,妖魔，神仙，志怪，江湖。酒馆当中，胡人酒女笑着避开旁人手掌，裙下尾巴晃动；夜市之内，兜帽下面也不知几个是人，几个是鬼；山川上头走猛虎，洞庭湖里老龙眠。一把剑，一个人，一卷书。路在前方，道在心里，而剑在手上。斩妖除魔，仙神退避。真君驾到，百无禁忌。,真君驾到,17.54万,175400,995,995,1700000,170万,18.28070175438597,0.0056727156629665,0.0022385673169171,1.0,0.9999999976202616,妖魔 神仙 志怪 江湖 酒馆 当中 胡人 酒女 避开 旁人 手掌 裙下 尾巴 晃动 夜市 之内 兜帽 下面 不知 几个 几个 山川 上头 猛虎 洞庭湖 老龙眠 一把 一卷 前方 心里 手上 斩妖 除魔 仙神 退避 真君 驾到 百无禁忌,4
鹦鹉咬舌,https://www.qidian.com/book/1032634963/,玄幻,2025-12-17 17:26:53,True,4159,14,9,签约,qidian_cookie_detail,连载,东方玄幻,散落大地的神秘奇诡之剑，等待着它们名动天下的剑主。谁人又能勘悟流传万古的奇术绝经？长安百坊间暗藏举火吞日之人，中原坐落着庞大腐朽的千年世家，北境沉默悍战的荒人磨刀霍霍，南方列国之间歌舞升平尔虞我诈……而在高远青冥之上，一双笼罩世间的苍目正在缓缓睁开。裴液抬着头拔出腹中的长剑：“太一真龙仙君……就让我们看看，到底谁是谁的食物吧。”,食仙主,44.86万,448600,1367,1367,3080100,308.01万,13.45911135561956,0.0030472513436216,0.0021634615384615,1.0,0.9999999999999283,散落 大地 神秘 奇诡 之剑 等待 它们 名动 天下 勘悟 流传 万古 奇术 绝经 长安 坊间 暗藏 举火 吞日 中原 坐落 庞大 腐朽 千年 世家 北境 沉默 悍战 荒人 磨刀霍霍 南方 列国 之间 歌舞升平 尔虞我诈 高远 青冥 之上 一双 笼罩 世间 苍目 正在 缓缓 睁开 裴液 拔出 腹中 长剑 太一真龙 仙君 就让 我们 看看 到底 食物,3
林守镜,https://www.qidian.com/book/1046432773/,玄幻,2025-12-17 17:26:54,True,10468,15,5,签约,qidian_cookie_detail,连载,东方玄幻,大新民国三年，时局崩裂。南方政府初立，北方军阀割据混战。西洋铁舰叩关，前朝幽魂不散。这是一个火枪与筋骨争锋、乱党与邪祟共舞的时代——革命暗潮之下，民间邪教滋生，兵武、妖魔、异兽、殖装铁躯…滂沱雨夜，盛海租界。傅觉民立于倾颓的巨厦废墟中，缓缓将双手从面前五米高、白头赤足的猿形巨怪胸膛中一点点抽出。血水混着雨水自他指尖滴落。“山海遗种，苍生余孽。”“吞了这只蕴含一丝朱厌血脉的异兽魂种，我【神话五禽戏】的最后一禽，也该补齐了吧…”,浊世武尊,3.79万,37900,1601,1601,340700,34.07万,298.4887368120901,0.0422416295084562,0.0004776005349125,1.0,0.9999999999999789,大新 民国 三年 时局 崩裂 南方 政府 初立 北方 军阀割据 混战 西洋 铁舰 叩关 前朝 幽魂不散 这是 火枪 筋骨 争锋 乱党 邪祟 共舞 时代 革命 暗潮 之下 民间 邪教 滋生 兵武 妖魔 异兽 殖装 铁躯 滂沱 雨夜 盛海 租界 觉民 立于 倾颓 巨厦 废墟 缓缓 双手 面前 五米 白头 赤足 形巨怪 胸膛 一点点 抽出 血水 混着 雨水 自他 指尖 滴落 山海 遗种 苍生 余孽 蕴含 一丝 朱厌 血脉 异兽 魂种 神话 五禽戏 最后 一禽 补齐,4
乘风御剑,https://www.qidian.com/book/1046673309/,玄幻,2025-12-17 17:26:54,True,3329,16,2,签约,qidian_cookie_detail,连载,东方玄幻,每当我受到迫害、压榨时，我都会感到发自内心的高兴、喜悦，因为，还有人敢迫害我、压榨我，只能证明一个问题，我不够强！还有人，比我更强！我，还不是真正的无敌！我的前方，还有路！这……是何等的令人喜悦口牙。,天下无敌！,6.16万,61600,1860,1860,567400,56.74万,57.65500519570488,0.0301943150273534,0.0006006006006006,1.0,0.9999983450531534,每当 受到 迫害 压榨 感到 发自内心 高兴 喜悦 因为 还有 人敢 迫害 压榨 只能 证明 问题 不够 还有 不是 真正 无敌 前方 还有 何等 令人 喜悦 口牙,2
平层,https://www.qidian.com/book/1046310214/,玄幻,2025-12-17 17:26:54,True,8012,17,35,签约,qidian_cookie_detail,连载,东方玄幻,大禹仙朝，千年传承。明君在位，悍臣满朝。盛世之下，暗流涌动。神魔窥伺，妖孽潜行。连山信觉醒天赋神通“天眼查”，可看穿旁人最不可告人之秘密。于是，大禹第一神探横空出世。“前面忘了，后面忘了，中间也忘了，反正你就是凶手。”“太子，你也不想你的秘密被太子妃知道吧？”“陛下何故造反？”,仙朝鹰犬,3.81万,38100,1187,1187,614100,61.41万,128.37686268226247,0.0311540379517597,0.0043679021589916,1.0,0.9999999999999998,大禹 仙朝 千年 传承 明君 在位 悍臣 满朝 盛世 之下 暗流 涌动 神魔 窥伺 妖孽 潜行 连山 觉醒 天赋 神通 天眼 看穿 旁人 不可告人 秘密 于是 大禹 第一 神探 横空出世 前面 后面 中间 反正 就是 凶手 太子 不想 秘密 太子妃 知道 陛下 何故 造反,0
古羲,https://www.qidian.com/book/1038367936/,玄幻,2025-12-17 17:26:54,True,661,18,1,签约,qidian_cookie_detail,连载,东方玄幻,乱世求生，盛世求名。饱经风霜的大禹朝仍处于盛世年间。西北有少年徒步九千里，孤身斩大妖，争一世功名。龙湖，有不世宗师赶赴人间，开宗立派，百世留名。帝都有圣人传道万千，教徒遍布各州，流芳千古。而在青州城内，一座将门世家院落中。有个孩童却整日不务正业，只知下棋作画，垂钓弹琴。多年后——……剑起龙烟三千里，一剑斩尽九洲城！世间万法，唯我，入道也。……继《超神宠兽店》《黑暗王者》《永夜神行》《重启末世》……最新力作，欢迎品尝。【轻松幽默】【武道面板】【艺术大师】【腹黑】,万世之名,1017.94万,10179400,323,323,3496100,349.61万,1.8852856450186817,3.1730747221766784e-05,0.0015105740181268,1.0,0.9999999999999944,乱世 求生 盛世 求名 饱经风霜 大禹 处于 盛世 年间 西北 少年 徒步 千里 孤身 斩大 一世 功名 龙湖 世宗 赶赴 人间 开宗立派 百世 留名 帝都 圣人 传道 万千 教徒 遍布 各州 流芳千古 青州 城内 一座 将门 世家 院落 有个 孩童 整日 不务正业 只知 下棋 作画 垂钓 弹琴 多年 起龙烟 三千里 一剑 斩尽 九洲 世间 万法 入道 超神 宠兽 黑暗 王者 永夜 神行 重启 末世 最新 力作 欢迎 品尝 轻松 幽默 武道 面板 艺术大师 腹黑,0
猪三不,https://www.qidian.com/book/1040259451/,玄幻,2025-12-17 17:26:54,True,2797,19,8,签约,qidian_cookie_detail,连载,东方玄幻,许进只是在九盏星灯前拜了几拜，就来到这方能够接引星光入已身的世界，然后，他又在九盏星灯前拜了拜.....******《基因大时代》《造化之王》《掌御星辰》这三本小说，最高订7万+，最低高订3万+，最低均订7600+，本本400万字往上，人品保证，请放心入坑。,星武纪元,4442.64万,44426400,1364,1364,4659100,465.91万,5.990447837913088,3.070246450978552e-05,0.0028591851322373,1.0,0.999823277032651,许进 只是 九盏 星灯 几拜 来到 这方 能够 接引 星光 已身 世界 然后 九盏 星灯 ..... 基因 时代 造化 之王 掌御 星辰 三本 小说 最高 最低 高订 最低 均订 7600 本本 400 万字 人品 保证 放心 入坑,3
沙拉古斯,https://www.qidian.com/book/1046738077/,玄幻,2025-12-17 17:26:55,True,16728,20,14,签约,qidian_cookie_detail,连载,东方玄幻,拿个碗，填好土，数个一二三四五。种个蛤蟆变火车，种颗毛豆变老虎。种出一身好手艺，一生享福不受苦。万生有行三百六，条条大路谁做主？那位木匠好本事，墨线弹指分阴阳，榫卯环扣镇八荒。这位铁匠有手段，铁火一炉鸣乾坤，锻锤千击裂晨昏。又有裁缝野心大，寸缕回风裁世象，绣针一点连四方。还有厨子心肠狠，铁灶燃狱煮红尘，刃起风雷骨作薪。万生州，千人千面，万生万变。张来福站在人海当中，得意洋洋笑道：“来，跟着咱享福去！”,万生痴魔,7.85万,78500,2637,2637,371700,37.17万,438.2499345035368,0.0335919287652386,0.0008368701058042,1.0,0.9999999999619138,拿个 填好 数个 一二三四五 种个 蛤蟆 火车 种颗 毛豆 老虎 种出 一身 手艺 一生 享福 受苦 万生 有行 三百六 条条 大路 做主 那位 木匠 本事 墨线 弹指 阴阳 榫卯 环扣 八荒 这位 铁匠 手段 铁火 一炉鸣 乾坤 锻锤 千击裂 晨昏 裁缝 野心 寸缕 回风裁 世象 绣针 一点 四方 还有 厨子 心肠 铁灶 燃狱 红尘 风雷 骨作薪 万生州 千人 千面 万生 万变 张来 福站 人海 当中 得意洋洋 跟着 享福,2
狐尾的笔,https://www.qidian.com/book/1031794030/,玄幻,2025-12-17 17:26:56,True,1454,23,30,签约,qidian_cookie_detail,连载,东方玄幻,诡异的天道，异常的仙佛，是真？是假？陷入迷惘的李火旺无法分辨。可让他无法分辨的不仅仅只是这些。还有他自己，他病了，病的很重。,道诡异仙,167.05万,1670500,1036,1036,2208900,220.89万,6.552796430663843,0.0006201732294682,0.0206185567010309,1.0,0.9745547613830872,诡异 天道 异常 仙佛 陷入 迷惘 火旺 无法 分辨 无法 分辨 不仅仅 只是 这些 还有 他病 很重,1
湖上明月亮,https://www.qidian.com/book/1039084315/,玄幻,2025-12-17 17:26:55,True,2270,21,0,签约,qidian_cookie_detail,连载,东方玄幻,【均订过万精品必读】【八十章起势】【非常规视角】【武道新尝试】【体系流】【淡淡品悦，书香自在】陈平安穿越数年，在便宜老爹临死前的运作下，成了一名不入册的临时差役。世道艰难，命比纸薄。本打算就这么谨微慎行本本分分过一辈子的他，却突然发现了专属于他的修行方式。自此，气血如龙，内气成罡，乾坤清气，天霖降顶！差役，差头，差司，指挥使......“大人，外面风大，您看要不要披件披风。”“都使大人严令，山城戒严，敢有犯乱者，杀无赦。”“卑职熊三让，参见大人，大人千岁，千岁千千岁！”世家贵女，魔门妖女，隐世传人，封疆大吏，邪道巨擘，宗门老祖，王朝公主，天骄红颜......时光荏苒，再回首时，他已登顶至高。“大局大局，吾既大局！吾乃人族第一天骄，陈平安！”“没有我，何来的大局！？”“无人扶我青云志，我自踏雪至山巅。”这是一个临时差役一步步走向至高的故事。,大乾武圣！,200.83万,2008300,650,650,3360600,336.06万,6.7347059870646175,0.0003236566630201,0.0,1.0,1.0,订过 精品 必读 八十 章起势 非常规 视角 武道 尝试 体系 淡淡 品悦 书香 平安 穿越 数年 便宜 老爹 临死前 运作 一名 入册 临时 差役 世道 艰难 命比纸薄 打算 这么 谨微 慎行 本本分分 一辈子 突然 发现 属于 修行 方式 自此 气血 如龙 内气 成罡 乾坤 清气 天霖 降顶 差役 差头 差司 指挥 ...... 大人 外面 风大 不要 披件 披风 大人 严令 山城 戒严 犯乱者 杀无赦 卑职 熊三让 参见 大人 大人 千岁 千岁 千岁 世家 贵女 魔门 妖女 隐世 传人 封疆 大吏 邪道 巨擘 宗门 老祖 王朝 公主 天骄 红颜 ...... 时光荏苒 再回首 登顶 大局 大局 大局 人族 第一 天骄 平安 何来 大局 无人 青云 踏雪 山巅 这是 临时 差役 一步步 走向 故事,2
峰仙,https://www.qidian.com/book/1044964632/,玄幻,2025-12-17 17:26:56,True,1945,22,1,签约,qidian_cookie_detail,连载,东方玄幻,“我霍元鸿，要做那津门第一！”天朝369年，世家腐朽，阶级固化，底层永无出头之日，而洋人的坚船利炮正蠢蠢欲动。这一年，霍元鸿仰望着高高在上的世家门阀，卑微如蝼蚁。为活得像个人样，他点燃心火，化武道登神之阶，每练一日，可涨一年功力。一月化劲、三月抱丹、六月见神不坏……以三尺微命，逆着天下大势而上，从津门第一打到天下第一，从微末小卒打成国术脊梁！若干年后，当洋人的坚船利炮逼近，一位位旧时代宗师陷入绝望，腐朽的世家门阀也开始了最后疯狂。也就在这一日，霍元鸿从津门走出，一杆大枪，一套八极加劈挂，杀到魑魅魍魉胆寒，挑起了国术最后的脊梁。天下宗师，仰头望之，恰如一粒蜉蝣见青天！,国术：一天涨一年功力！,6.88万,68800,626,626,1171400,117.14万,16.463517860165904,0.0090987049606837,0.000513874614594,1.0,0.9999999999999751,霍元 津门 第一 天朝 369 世家 腐朽 阶级 固化 底层 永无 出头之日 洋人 坚船利炮 蠢蠢欲动 一年 霍元 仰望 高高在上 世家 门阀 卑微 蝼蚁 活得 个人 点燃 心火 化武 登神 之阶 每练 一日 可涨 一年 功力 一月 化劲 三月 抱丹 六月 神不坏 三尺 微命 逆着 天下 大势 津门 第一 天下第一 微末 小卒 打成 国术 脊梁 若干年 洋人 坚船利炮 逼近 一位 旧时代 宗师 陷入 绝望 腐朽 世家 门阀 开始 最后 疯狂 一日 霍元 津门 走出 一杆 大枪 一套 八极 杀到 魑魅魍魉 胆寒 挑起 国术 最后 脊梁 天下 宗师 仰头望 恰如 一粒 蜉蝣 青天,3
竹叶糕,https://www.qidian.com/book/1043498806/,玄幻,2025-12-17 17:26:56,True,1953,25,3,签约,qidian_cookie_detail,连载,东方玄幻,拒绝伸手党，想要什么自己抢！许元庆的官是抢来的，钱是抢来的，名字是抢来的，就连夫人都是抢来的。那一年初相逢，夫人昂首怒目：“呸，贼子！”他笑道：“夫人请住手。”多年后情正浓，夫人含羞带怯：“呸，贼子。”他惊呼：“夫人请住手！”重活一世，在朝堂青云直上，在江湖只手遮天，他深刻体现出了什么叫能力越大破坏越大！为官一任，祸害一方，兴风作浪、搅乱人间！有人视他为仇寇，恨之入骨；却亦有人敬他如神明，顶礼膜拜。本书又名《你还说你不会武功！》《谁说我恶贯满盈？》《从山贼开始权倾朝野号令江湖》……………………【作者已有一本两万均和两本万均完结作品，连载期间从未断更过，人品过硬，质量过硬，可放心入坑】,夫人请住手,16.56万,165600,853,853,1582900,158.29万,12.260656663946262,0.0051509350788944,0.0015353121801432,1.0,0.9997785504845413,拒绝 伸手 想要 什么 许元庆 名字 夫人 那一 年初 相逢 夫人 昂首 怒目 贼子 夫人 住手 多年 后情 正浓 夫人 含羞 带怯 贼子 惊呼 夫人 住手 重活 一世 朝堂 青云直上 江湖 只手遮天 深刻 体现 什么 能力 越大 破坏 越大 为官一任 祸害 一方 兴风作浪 搅乱 人间 有人 仇寇 恨之入骨 有人 神明 顶礼膜拜 本书 又名 不会 武功 恶贯满盈 山贼 开始 权倾 朝野 号令 江湖 作者 已有 一本 两万 两本 万均 完结 作品 连载 期间 从未 人品 过硬 质量 过硬 放心 入坑,0
陆月十九,https://www.qidian.com/book/1038307656/,玄幻,2025-12-17 17:26:57,True,1569,26,5,签约,qidian_cookie_detail,完本,东方玄幻,消耗寿元灌注武学，可无限进行推演。沈仪凡人之躯，寿数不过百年，所幸可以通过斩杀妖魔获取对方剩余寿元。在邪祟遍地的乱世中亮出长刀，让这群活了千百年的生灵肝胆俱裂！从【鹰爪功】到【八荒裂天手】，从【伏魔拳】到【金身镇狱法相】！沈仪偶尔也会沉思，这寿命怎么越用越多了？他收刀入鞘，抬眸朝天上看去，听闻那云端之上有天穹玉府，其内坐满了千真万圣，任何一位都曾经历无尽岁月。此番踏天而来，只为向诸仙借个百万年，以证我长生不死大道。……此书又名《让你氪命练武，你氪别人的？》、《道友请留步，你的寿元与在下有缘》。,从斩妖除魔开始长生不死,96.74万,967400,541,541,2786600,278.66万,5.610384037760137,0.0005592303501857,0.0031847133757961,0.8,1.0,消耗 寿元 灌注 武学 无限 进行 推演 沈仪 凡人 之躯 寿数 不过 百年 所幸 可以 通过 斩杀 妖魔 获取 对方 剩余 寿元 邪祟 遍地 乱世 亮出 长刀 群活 千百年 生灵 肝胆俱裂 鹰爪 八荒 裂天手 伏魔拳 金身 镇狱 法相 沈仪 偶尔 沉思 寿命 怎么 越用 收刀入 抬眸朝 天上 听闻 云端 之上 天穹 玉府 其内 坐满 千真 万圣 任何 一位 经历 无尽 岁月 此番 踏天 只为 诸仙 借个 百万年 以证 长生不死 大道 此书 又名 练武 别人 道友 请留步 寿元 有缘,2
